"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Alabama",0,43.791887020543,24.9273909108033,5.94795974599694,33.2567921545359,19.7249910055746,16.977170796396,13.2482623766289,6.92106706368317,3.38707943957623,39.5080329657147,29.3112182773081,7.90836274142758,7.48943805435361,11.4530838091756,12.7729716268377,5.1949700874981,5.86308333984773,22.0374088515415,12.1176052209172,18.0470247456471,10.7460597062365,15.8818081212436,3.05680157190485,8.13697075083842,26.682198507994,15.5345139434744,30.7973518739842,18.7775081717463,14.5276555661951,19.2835797221366,15.6817521980166,8.75225671755577,19.8276142833675,8.68857502528464,10.7748559173661,35.1869220833536,12.4770149895718,18.0343036888037,6.32948712772212,17.5006870542273,3.10065566775803,12.0945182293467,25.4281933933577,18.3787790481305,9.89136363551558,36.1758830301349,8.42688088500129,12.4340162135973,23.0190573677551
"Alaska",43.791887020543,0,21.6809956791657,37.845531963496,14.751258990676,24.1716920444143,55.4241935000411,53.3244580853852,50.3297675373133,47.0247461382834,17.5285481429581,14.4825377278984,38.9739384975396,42.1847392891079,34.6591554946164,31.0820446483175,44.1066358387261,39.6305462915918,58.3826967240295,51.5773177826261,56.0941976522528,42.9998690952659,32.7703639128405,40.9477691442403,36.4109092413249,18.0935134509581,28.7701997108119,14.5270041884072,56.1637894138207,53.8235453742133,25.928558019296,52.4625696970707,50.7041193219052,27.2244376230254,45.5573897923268,33.113421437538,8.95099015975328,50.4940324950385,56.6455266300879,49.2886101686789,27.9612976932402,42.9928471828745,33.6036707902574,18.8769978992953,54.9329502724913,50.4226082154622,7.72318455107736,47.8257536104764,37.545748287922,20.9331095673815
"Arizona",24.9273909108033,21.6809956791657,0,19.3326447492318,8.47045842974275,7.56536623369946,39.9540015549131,36.9111605759017,30.6049029902073,28.3143025633689,14.8319780757659,9.62565656773604,22.9986783283301,26.2011173756006,19.8176645576617,14.1475782309199,27.0443000473298,19.6847923019269,44.143233089229,35.3429889903217,40.8649964773032,28.3754638659882,20.9269512471358,21.873020500379,19.5494022399663,12.8128372907799,13.9817448124331,7.15505572375226,41.2653371293632,37.8300948215835,5.68881717407055,37.5540783620102,33.1781190101247,17.398124388853,29.642655531008,14.5580202781834,12.8511952346854,34.8232100227707,41.1663524898673,31.1251874918048,15.620445599598,25.2111655274007,13.1473835701253,4.89599544628056,40.3469874781253,33.5913411266951,15.5014069106646,31.2422599004938,23.990124740401,9.85282976814276
"Arkansas",5.94795974599694,37.845531963496,19.3326447492318,0,27.5327348203915,13.789867122275,21.0885751118941,17.7586208028664,12.6376368946097,9.24281860960173,34.0816474014975,23.3641092721293,6.06585025944426,8.18091017980274,7.28157247303081,6.88643617555554,7.98701719354604,4.11558725943213,25.7361758194569,16.2995568814002,22.079761852203,11.3378831838223,11.8863539615813,3.2323511767752,3.60748270404724,20.8772896947856,9.83561143803475,24.9381512652803,22.6293265980232,18.8074413296971,13.6452242077585,19.1016233535268,13.8475974511826,14.7492273577296,11.147099495833,4.88602609284888,29.2450371700909,16.0813050941147,22.2580497726104,11.8461527138561,12.1383843064059,5.9188194642175,7.29769480452561,19.5266959296754,21.9272778401698,14.3798068850037,30.2382248237227,12.2029588022741,10.1259596098345,17.113591922212
"California",33.2567921545359,14.751258990676,8.47045842974275,27.5327348203915,0,14.4202157043506,47.6847884778783,44.840167084546,39.0600326176259,36.6410480445088,8.05227556719218,9.14173897516221,30.598012653112,33.8750996751301,26.9485221385144,21.7393905721849,35.0160986707543,28.1297361587342,51.5996077762225,43.2142874996222,48.5444004305337,35.7017338514532,27.0312227568418,30.2138643860728,27.3187041575914,14.6671971490807,20.7464687233755,3.89285201876464,48.864429320826,45.6683600375577,13.983228893571,45.1137862921081,41.31943601406,22.4038663127595,37.3590719170056,22.6724537765545,7.37959868082269,42.5482985422449,48.9109060195168,39.3754556896806,21.5138993769145,33.3280306012822,21.6086004324667,8.82612382872572,47.8542729846562,41.5852304485619,10.8890334740968,39.151966361091,30.8502842348332,14.111607090973
"Colorado",19.7249910055746,24.1716920444143,7.56536623369946,13.789867122275,14.4202157043506,0,33.2836033280653,30.5289,26.1626618464177,23.0306213420307,21.8635815064687,9.73291505202835,16.1936088751087,19.4805603636035,12.5711441869863,7.40187341488627,20.7854331155259,15.5006658089258,37.1871539435327,28.8733368771259,34.1326966886591,21.2978779825597,13.3620975617603,16.8141888255128,13.0038244178396,8.99106006486443,6.49220537644952,11.3460980940586,34.4449295375967,31.3058247033999,4.22314606543511,30.6936284621092,27.2399603266965,10.14025995722,22.9686071362632,8.96889739990374,15.4661556635772,28.1513996390943,34.5119344281076,25.5139275778936,8.09548356060341,19.2918441316531,9.91824123975617,5.83276837873749,33.4357363850417,27.3352375577751,16.7050983283547,24.8478322100742,16.6082904963154,4.70728736004081
"Connecticut",16.977170796396,55.4241935000411,39.9540015549131,21.0885751118941,47.6847884778783,33.2836033280653,0,3.92401404813999,16.5891677262604,14.39112968811,54.7841566981732,41.6194446057369,17.0901254231793,13.8100046031853,21.0168991007237,25.9529216206962,13.1019656426049,22.7388488736787,5.25782919844302,4.87353208258651,1.09531556183595,12.425911515056,22.7592489166492,19.5955982210291,20.4180233267082,37.330901185613,27.2337145481479,44.5631240145931,2.04283929128065,2.48484778205829,34.3303833804693,3.18629701220713,8.68663459459415,28.3129840903427,10.3304867378067,25.5037670121494,47.7668307457173,5.13868194189912,1.2329,11.4007139833433,27.5036945143739,15.289656009865,28.3295530527751,39.0519401251718,2.66461916415836,7.09804721596018,47.7460080611982,8.89420746328756,17.8902799041826,34.9291262337036
"Delaware",13.2482623766289,53.3244580853852,36.9111605759017,17.7586208028664,44.840167084546,30.5289,3.92401404813999,0,12.7127240078592,10.5185644120289,51.7318618464482,39.25132957264,14.4587232316688,11.1811710536061,18.6737253085719,23.1329309759918,9.86748546135235,19.0746551489142,9.18039498115413,1.7668331132283,5.01800668094414,10.6781833178683,21.0831250909347,15.9914460062247,17.5329554028977,35.2888075868256,24.7488364352751,41.8690937753613,5.92774285710843,1.48897489904968,31.2416787977215,4.46129882433356,4.77049342206862,26.5381174541451,7.76706918534913,22.3659309173573,45.3862532626345,3.32415334333421,4.83684733064834,7.48848502302035,25.3786282830653,11.8579294402522,24.892390535262,36.348426991687,6.08347371326613,3.40408358446147,45.6082197939143,5.68822231017741,16.1337892635301,32.5667934390231
"Florida",6.92106706368317,50.3297675373133,30.6049029902073,12.6376368946097,39.0600326176259,26.1626618464177,16.5891677262604,12.7127240078592,0,4.76755620942218,44.7332035557482,35.859847701294,14.401706661712,12.9443469379494,18.2837336154299,19.5239015660293,10.0038183794989,10.937135294491,21.8268890877743,12.4671592742693,17.665616972243,15.5541470640469,22.5808549107424,9.43462793172047,15.0558500185144,33.5073524313694,22.400575181901,36.9161635819596,18.6219487637572,14.201216020116,25.139380521405,16.6039873193158,8.20205845931374,26.7311644207655,12.3801857518375,17.2217963064252,41.5971706316668,13.7033310275276,17.3124455499505,5.86441928241834,24.4212825594808,9.14539918702294,17.4582723824553,31.7014448031947,18.7543615449847,10.2961502616269,42.7877481610098,10.5950676378209,18.6701937670716,29.7352823595136
"Georgia",3.38707943957623,47.0247461382834,28.3143025633689,9.24281860960173,36.6410480445088,23.0306213420307,14.39112968811,10.5185644120289,4.76755620942218,0,42.8803620480285,32.5553245809345,9.77721491837016,8.17770428665649,13.8626005226292,15.9494269567906,5.2471051447441,9.06251512991842,19.5905326201204,9.66920799755595,15.4829583581433,10.8827455083724,17.9958770958795,6.4420325069034,10.9344881567452,29.7183221425773,18.5476076551667,34.1557500037695,16.3059441213933,11.9066665628966,22.669964067241,13.5801558875441,5.79535370447741,22.4122644683664,7.92630537514168,14.1115155759401,38.4767111558408,10.4212529457834,15.3554110544134,3.14316356717241,20.2833787372814,4.54776738631166,15.4409343192049,28.7652437590923,16.102637000504,7.35628368267564,39.3784918172344,6.66228539316652,13.9340674926599,26.1769714827747
"Hawaii",39.5080329657147,17.5285481429581,14.8319780757659,34.0816474014975,8.05227556719218,21.8635815064687,54.7841566981732,51.7318618464482,44.7332035557482,42.8803620480285,0,17.0696191826297,37.7949147638938,41.017634364868,34.4202390985304,28.9143338073005,41.8644553889096,33.9964483346422,58.9261442550758,50.1720490876145,55.6909015032976,43.0943875952542,34.869841568037,36.4552574794089,34.3728993798894,22.6676030713439,28.3310781898607,11.9355079778784,56.0796312516407,52.66090330264,20.4901957277133,52.3581370869896,47.9220973686461,30.4002878915644,44.468003830732,29.3671922270414,13.6392530895207,49.6516748721531,55.9974328625876,45.7825653754789,29.3608458442532,39.9872655840581,27.4666632589399,16.6349496449493,55.1407020778662,48.399849372183,16.9690329603664,46.068966869358,38.4636310623425,22.1013817703781
"Idaho",29.3112182773081,14.4825377278984,9.62565656773604,23.3641092721293,9.14173897516221,9.73291505202835,41.6194446057369,39.25132957264,35.859847701294,32.5553245809345,17.0696191826297,0,24.8027756481004,28.0701848004248,20.6230374814187,16.6300961729029,29.8088388175387,25.2322943596099,44.996978241322,37.5297546196348,42.3670062677315,29.2461421847395,19.5317370128722,26.4672169532424,22.0456764854245,5.64517202926537,14.5124315219745,5.33014664432415,42.5379453161527,39.8594040869906,12.0998825845543,38.7874691840032,36.3848430263207,14.3139719368874,31.5116130042561,18.6386838982799,6.1475761890358,36.5766979429527,42.8509997008238,34.8727609030315,14.2271444545278,28.5839604955297,19.4314920296924,5.16122294131924,41.390685196068,36.2300810582864,6.97942224614616,33.6589554741379,23.9580037569911,6.69379439182293
"Illinois",7.90836274142758,38.9739384975396,22.9986783283301,6.06585025944426,30.598012653112,16.1936088751087,17.0901254231793,14.4587232316688,14.401706661712,9.77721491837016,37.7949147638938,24.8027756481004,0,3.2968,4.41685024989527,8.88856629665325,5.32155128134645,9.86565623767624,21.1451519233133,12.7550658869329,17.9475288204254,5.61505368807815,8.22039414687641,7.3861632056163,3.5743058416985,21.0613299677394,10.2928655898151,27.4895859153971,18.2934164728735,15.1442430527247,17.4768072304411,14.5635452019761,11.8508725839071,12.9158856761741,6.78346828252333,8.98080827821194,30.9319758672155,11.9583768346712,18.3183264827877,10.9573589085144,11.1992063754536,5.2590043164082,12.7868870977263,21.9726532762887,17.3489868421761,11.4503382770991,31.2507551191967,8.86212333586032,4.58582881167625,18.1285020718757
"Indiana",7.48943805435361,42.1847392891079,26.2011173756006,8.18091017980274,33.8750996751301,19.4805603636035,13.8100046031853,11.1811710536061,12.9443469379494,8.17770428665649,41.017634364868,28.0701848004248,3.2968,0,7.53066903070371,12.1445616573839,2.96479064353624,11.2821636453297,17.9859218306986,9.46640686321901,14.6844279983934,3.38670606932458,10.625748881373,8.26149454880895,6.65753268486157,24.206212402811,13.5700823214157,30.7846525768929,15.0642212467157,11.84751068706,20.6282987434737,11.3631425393682,8.90968511452565,15.7601274131905,3.48871788770602,11.9415162877249,34.2055001824268,8.67328331141096,15.0358131090407,8.51082753261984,14.3006929202749,4.38886715223872,15.3755201554289,25.2668107777772,14.1728191736859,8.26328084600783,34.4632509783973,5.65407917348174,5.9969717799903,21.3867832048207
"Iowa",11.4530838091756,34.6591554946164,19.8176645576617,7.28157247303081,26.9485221385144,12.5711441869863,21.0168991007237,18.6737253085719,18.2837336154299,13.8626005226292,34.4202390985304,20.6230374814187,4.41685024989527,7.53066903070371,0,5.90469904398184,9.73033804602903,11.3709337474985,24.6683605034871,16.9353864511561,21.7956164778609,8.76695633900386,4.62582583545901,9.92250532930066,3.70183339711554,16.6806044794546,6.24729850415362,23.6494753939702,22.0272794225706,19.2391415413994,14.6172033139038,18.2659799173217,16.2651656471737,8.57434513942611,10.9106974593744,7.4453063402388,26.7693338647042,15.9546110316109,22.249643997152,15.3198554784306,6.79090172583877,9.32733027023274,11.854740389397,18.1801370789662,20.9546692161914,15.7885270576454,26.9393761332738,13.1822805754543,4.29774216304328,13.9292659648669
"Kansas",12.7729716268377,31.0820446483175,14.1475782309199,6.88643617555554,21.7393905721849,7.40187341488627,25.9529216206962,23.1329309759918,19.5239015660293,15.9494269567906,28.9143338073005,16.6300961729029,8.88856629665325,12.1445616573839,5.90469904398184,0,13.3877958772159,9.74776238579911,30.0124814883741,21.4868134643088,26.827113004757,14.2325375267378,8.71276700595167,10.1015628478964,5.60255549727087,14.0050800111959,3.26675017104155,18.7479511405913,27.1819820329571,23.9318135311556,8.76399868553162,23.4497523436816,19.8748587368565,9.05128362443692,15.6234065699514,3.07916821560629,22.6278462192052,20.8146512247984,27.1769939323686,18.2528228490828,6.13078677251134,11.9780700386164,7.06256161035074,13.2321890165611,26.2268783601861,19.9335481731176,23.4291018063006,17.4491,10.201391823668,10.2461608498013
"Kentucky",5.1949700874981,44.1066358387261,27.0443000473298,7.98701719354604,35.0160986707543,20.7854331155259,13.1019656426049,9.86748546135235,10.0038183794989,5.2471051447441,41.8644553889096,29.8088388175387,5.32155128134645,2.96479064353624,9.73033804602903,13.3877958772159,0,10.1095980414654,17.8042087299605,8.33767893001403,14.093908179068,5.74516260170241,13.3347294479491,6.90147486411419,7.8035113846268,26.3017748262356,15.3381702484358,32.1293935205755,14.659925941491,10.8433000179835,21.3743185428214,11.2068253939285,6.60027767900715,18.2285902526773,3.56647521511085,12.499633702233,35.896998844611,8.11802808075951,14.2752362744019,5.69163381552257,16.4902069714119,2.40663852707465,15.2490766320456,26.6178935642924,14.0156005311938,6.56913905013434,36.3886720906383,4.22800378665866,8.89888070096459,23.1896588842958
"Louisiana",5.86308333984773,39.6305462915918,19.6847923019269,4.11558725943213,28.1297361587342,15.5006658089258,22.7388488736787,19.0746551489142,10.937135294491,9.06251512991842,33.9964483346422,25.2322943596099,9.86565623767624,11.2821636453297,11.3709337474985,9.74776238579911,10.1095980414654,0,27.7067908560338,17.8655508266608,23.7939767739653,14.6368923327324,15.9476093521882,3.21166500432409,7.7203718336619,23.5206175465271,12.977255064535,26.003021309071,24.4782084738651,20.3159677298425,14.2036770960903,21.2144191589117,14.6150038111524,18.3829354707022,13.63240989774,6.88634707882198,30.8092762889686,18.0433629681387,23.8260769764978,12.1434337421505,15.6114656749454,7.70843323380309,6.5588446734162,20.8624460933995,23.9795917406865,15.6923550055433,32.2056939369423,13.9847345380597,14.1600863786207,19.4697291262616
"Maine",22.0374088515415,58.3826967240295,44.143233089229,25.7361758194569,51.5996077762225,37.1871539435327,5.25782919844302,9.18039498115413,21.8268890877743,19.5905326201204,58.9261442550758,44.996978241322,21.1451519233133,17.9859218306986,24.6683605034871,30.0124814883741,17.8042087299605,27.7067908560338,0,9.95092843306593,4.16829648897484,15.9024963405121,25.6358176489458,24.5226133843846,24.6362297312312,40.3577562826528,30.9084471154731,48.3123714228561,3.28458885250498,7.72155498976728,38.6059558365027,6.64736348411911,13.9332294124514,31.161513185659,14.6484874645815,29.9070767165566,51.116671110803,9.69417518409896,4.56479030515094,16.6410204978541,30.7705889267658,20.1079090812546,33.0295206409357,42.8482927979634,3.81973130599523,12.2463434673375,50.7978188809323,13.7274771826436,21.0391737292604,38.362230561452
"Maryland",12.1176052209172,51.5773177826261,35.3429889903217,16.2995568814002,43.2142874996222,28.8733368771259,4.87353208258651,1.7668331132283,12.4671592742693,9.66920799755595,50.1720490876145,37.5297546196348,12.7550658869329,9.46640686321901,16.9353864511561,21.4868134643088,8.33767893001403,17.8655508266608,9.95092843306593,0,5.93220529820066,8.9188434283824,19.3170573020323,14.7237154400647,15.8958017869499,33.5339656743726,23.0359954864121,40.2054657759365,6.67363661057448,2.50791748269356,29.6869485998477,4.13998549393594,4.26716699696649,24.7715760665324,6.02468973474983,20.8225896624315,43.6682455384917,1.81673983277739,5.98716855032494,6.84976653105783,23.6258315007113,10.4501666599151,23.503039498116,34.6845239993286,6.44578232722762,2.31458855955006,43.8630200977999,4.11100463633891,14.3677846604826,30.8417044400922
"Massachusetts",18.0470247456471,56.0941976522528,40.8649964773032,22.079761852203,48.5444004305337,34.1326966886591,1.09531556183595,5.01800668094414,17.665616972243,15.4829583581433,55.6909015032976,42.3670062677315,17.9475288204254,14.6844279983934,21.7956164778609,26.827113004757,14.093908179068,23.7939767739653,4.16829648897484,5.93220529820066,0,13.1296921350045,23.3742952520498,20.6416135498173,21.3180459641591,38.0024449509502,28.0286912154314,45.3880965478836,1.04586278736745,3.57846805211392,35.2557678346395,3.64744822718569,9.781913665536,28.934721094906,11.2228988207147,26.4488081366628,48.5125542400109,6.04826402862838,0.896154144106921,12.4960035855469,28.2128031652298,16.3101822442301,29.3359224762065,39.8833093817451,2.11880926229805,8.17835084231534,48.4309094479961,9.90557454466928,18.5485420303052,35.6825928823845
"Michigan",10.7460597062365,42.9998690952659,28.3754638659882,11.3378831838223,35.7017338514532,21.2978779825597,12.425911515056,10.6781833178683,15.5541470640469,10.8827455083724,43.0943875952542,29.2461421847395,5.61505368807815,3.38670606932458,8.76695633900386,14.2325375267378,5.74516260170241,14.6368923327324,15.9024963405121,8.9188434283824,13.1296921350045,0,10.4388077159223,11.6459072785249,9.18208445016708,24.9073868683569,15.0111707767915,32.4154621136272,13.2970896232973,10.9241792973202,22.9513709631908,9.54209999999999,9.91031856803806,15.9520502556881,3.58731577924219,14.5912847361019,35.3894148283071,7.57254921674332,13.6501243089578,10.3951574480621,15.0846383582769,7.66629045627675,18.3507834887233,26.9460337905229,12.1930603250373,8.55184926550976,35.3201337766436,6.19695463433451,5.50362681965266,22.5691627113192
"Minnesota",15.8818081212436,32.7703639128405,20.9269512471358,11.8863539615813,27.0312227568418,13.3620975617603,22.7592489166492,21.0831250909347,22.5808549107424,17.9958770958795,34.869841568037,19.5317370128722,8.22039414687641,10.625748881373,4.62582583545901,8.71276700595167,13.3347294479491,15.9476093521882,25.6358176489458,19.3170573020323,23.3742952520498,10.4388077159223,0,14.5332765435053,8.32632935452352,14.7219431523152,7.10251053783097,23.410053500366,23.4050785604321,21.3616018793067,16.4493094596703,19.7302842250181,19.5142780940008,5.56119257443942,13.5019145638683,11.1767036804239,25.5848138539251,18.0105959715385,23.9658111955344,19.0258148782122,5.51759196479769,13.4633481218455,15.5763322743193,18.2445604082422,22.16319716873,18.6299896438511,25.1627404773407,16.0575636399175,4.9493539376367,13.0861445850182
"Mississippi",3.05680157190485,40.9477691442403,21.873020500379,3.2323511767752,30.2138643860728,16.8141888255128,19.5955982210291,15.9914460062247,9.43462793172047,6.4420325069034,36.4552574794089,26.4672169532424,7.3861632056163,8.26149454880895,9.92250532930066,10.1015628478964,6.90147486411419,3.21166500432409,24.5226133843846,14.7237154400647,20.6416135498173,11.6459072785249,14.5332765435053,0,6.27312370753199,24.1022810142526,13.065415987637,27.7984947524142,21.3060092126611,17.1938564848029,16.2356558416961,18.0105633074038,11.6651560683945,17.8435539358055,10.4363320702247,7.84540712837773,32.2787268375009,14.8470232524907,20.7010567220613,9.34860241159073,15.3076700963929,4.49791630202252,9.0708371085584,22.4635790224977,20.7831664394529,12.5930123417711,33.3744890229049,10.7953707282335,11.9193764169943,20.3006742599846
