"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"Missouri",8.13697075083842,36.4109092413249,19.5494022399663,3.60748270404724,27.3187041575914,13.0038244178396,20.4180233267082,17.5329554028977,15.0558500185144,10.9344881567452,34.3728993798894,22.0456764854245,3.5743058416985,6.65753268486157,3.70183339711554,5.60255549727087,7.8035113846268,7.7203718336619,24.6362297312312,15.8958017869499,21.3180459641591,9.18208445016708,8.32632935452352,6.27312370753199,0,18.8282488983973,7.68612984667836,24.3495284933816,21.7186500358563,18.352539252376,13.9716040517902,18.0202290606973,14.3444492766366,11.7068213059737,10.0951944235859,5.40920034755601,28.112255194132,15.2817299586794,21.63602020012,12.9008640059494,9.38121235502107,6.6151865650184,9.35793828789227,18.8321138550615,20.8266468472484,14.3339881097341,28.7088344913199,11.8475099632792,6.74710791080149,15.4781535003372
"Montana",26.682198507994,18.0935134509581,12.8128372907799,20.8772896947856,14.6671971490807,8.99106006486443,37.330901185613,35.2888075868256,33.5073524313694,29.7183221425773,22.6676030713439,5.64517202926537,21.0613299677394,24.206212402811,16.6806044794546,14.0050800111959,26.3017748262356,23.5206175465271,40.3577562826528,33.5339656743726,38.0024449509502,24.9073868683569,14.7219431523152,24.1022810142526,18.8282488983973,0,11.1708706375108,10.7825516409614,38.0823449635129,35.7506008543912,12.8003677900285,34.3734009318252,32.8914684106684,9.23096011745256,27.5271238179727,16.6383649587332,11.1363322076885,32.4144587986596,38.5520278506851,31.6956663182839,9.91310933511781,25.4362438203835,18.6857760176023,7.97418076607247,36.8648455556239,32.4679977862818,10.4432560061506,29.8601197085678,19.4540532871687,4.30030310094532
"Nebraska",15.5345139434744,28.7701997108119,13.9817448124331,9.83561143803475,20.7464687233755,6.49220537644952,27.2337145481479,24.7488364352751,22.400575181901,18.5476076551667,28.3310781898607,14.5124315219745,10.2928655898151,13.5700823214157,6.24729850415362,3.26675017104155,15.3381702484358,12.977255064535,30.9084471154731,23.0359954864121,28.0286912154314,15.0111707767915,7.10251053783097,13.065415987637,7.68612984667836,11.1708706375108,0,17.4045627330881,28.2723877237138,25.3932862790542,9.34874694705124,24.511118625228,21.9341133545443,5.93797304220893,17.0300139580095,6.33032865655488,20.6391106416919,22.1439501383561,28.4665619455529,20.5852521286478,3.00389027928785,14.3010437258964,9.9783517486607,11.9499821978947,27.2014631606463,21.7194536130631,21.0554044057577,19.1465316423106,10.1337393937283,7.85564519819983
"Nevada",30.7973518739842,14.5270041884072,7.15505572375226,24.9381512652803,3.89285201876464,11.3460980940586,44.5631240145931,41.8690937753613,36.9161635819596,34.1557500037695,11.9355079778784,5.33014664432415,27.4895859153971,30.7846525768929,23.6494753939702,18.7479511405913,32.1293935205755,26.003021309071,48.3123714228561,40.2054657759365,45.3880965478836,32.4154621136272,23.410053500366,27.7984947524142,24.3495284933816,10.7825516409614,17.4045627330881,0,45.6603059601006,42.6260239468802,11.8508335154115,41.9003349061794,38.5590602063899,18.6273198598188,34.2728322170783,20.0530714707249,5.77957535204794,39.4421216640282,45.7941549742978,36.7572926430933,17.9079862597669,30.5878763754531,19.6443625411974,5.521,44.6036715557139,38.6812994241403,8.80625841319683,36.1910002495095,27.4117609133379,10.3740035574507
"New Hampshire",18.7775081717463,56.1637894138207,41.2653371293632,22.6293265980232,48.864429320826,34.4449295375967,2.04283929128065,5.92774285710843,18.6219487637572,16.3059441213933,56.0796312516407,42.5379453161527,18.2934164728735,15.0642212467157,22.0272794225706,27.1819820329571,14.659925941491,24.4782084738651,3.28458885250498,6.67363661057448,1.04586278736745,13.2970896232973,23.4050785604321,21.3060092126611,21.7186500358563,38.0823449635129,28.2723877237138,45.6603059601006,0,4.45367932500758,35.6817565313144,3.76131088053089,10.6609421558322,28.9647261759886,11.6443761949707,26.9134207015756,48.6783179939488,6.54806841824367,1.82043521170077,13.3637311256999,28.3470926828484,16.9251145889769,29.9078868959343,40.1670402216793,1.43653107171408,8.96346973944801,48.5212233465934,10.5232913012042,18.6403852690871,35.8652401910262
"New Jersey",14.5276555661951,53.8235453742133,37.8300948215835,18.8074413296971,45.6683600375577,31.3058247033999,2.48484778205829,1.48897489904968,14.201216020116,11.9066665628966,52.66090330264,39.8594040869906,15.1442430527247,11.84751068706,19.2391415413994,23.9318135311556,10.8433000179835,20.3159677298425,7.72155498976728,2.50791748269356,3.57846805211392,10.9241792973202,21.3616018793067,17.1938564848029,18.352539252376,35.7506008543912,25.3932862790542,42.6260239468802,4.45367932500758,0,32.1796999962709,3.30069529796375,6.21168082245056,26.8725484679068,8.36665731221257,23.3204452069424,46.0037840635963,3.35184355243499,3.51014122935246,8.92150223280811,25.8625535452322,12.9524295311729,26.0061356300778,37.1063071150984,4.60766712881909,4.63677216390886,46.1196400909634,6.61543477785097,16.4265108970225,33.166347683307
"New Mexico",19.2835797221366,25.928558019296,5.68881717407055,13.6452242077585,13.983228893571,4.22314606543511,34.3303833804693,31.2416787977215,25.139380521405,22.669964067241,20.4901957277133,12.0998825845543,17.4768072304411,20.6282987434737,14.6172033139038,8.76399868553162,21.3743185428214,14.2036770960903,38.6059558365027,29.6869485998477,35.2557678346395,22.9513709631908,16.4493094596703,16.2356558416961,13.9716040517902,12.8003677900285,9.34874694705124,11.8508335154115,35.6817565313144,32.1796999962709,0,31.9914327984853,27.4895824844613,14.0480937884825,24.0420909583588,8.87792333938516,16.9851459210688,29.2086527291144,35.5374227923185,25.4508463458487,11.6570829648759,19.5229330811228,7.79360934227523,7.10397902657377,34.7979669572807,27.9126838876164,18.9253125968899,25.5813611101911,18.8863779931463,8.67410352716637
"New York",15.6817521980166,52.4625696970707,37.5540783620102,19.1016233535268,45.1137862921081,30.6936284621092,3.18629701220713,4.46129882433356,16.6039873193158,13.5801558875441,52.3581370869896,38.7874691840032,14.5635452019761,11.3631425393682,18.2659799173217,23.4497523436816,11.2068253939285,21.2144191589117,6.64736348411911,4.13998549393594,3.64744822718569,9.54209999999999,19.7302842250181,18.0105633074038,18.0202290606973,34.3734009318252,24.511118625228,41.9003349061794,3.76131088053089,3.30069529796375,31.9914327984853,0,8.40195794145626,25.2912093457391,8.00132301372716,23.2659740746009,44.9297277367669,3.20668343464084,4.30652936133032,10.9230168405986,24.6081954919494,13.5493037300815,26.398207090634,36.4088004478313,2.82878703687641,6.35579538452899,44.8066567622491,7.26125974263419,14.920567629953,32.1112143604069
"North Carolina",8.75225671755577,50.7041193219052,33.1781190101247,13.8475974511826,41.31943601406,27.2399603266965,8.68663459459415,4.77049342206862,8.20205845931374,5.79535370447741,47.9220973686461,36.3848430263207,11.8508725839071,8.90968511452565,16.2651656471737,19.8748587368565,6.60027767900715,14.6150038111524,13.9332294124514,4.26716699696649,9.781913665536,9.91031856803806,19.5142780940008,11.6651560683945,14.3444492766366,32.8914684106684,21.9341133545443,38.5590602063899,10.6609421558322,6.21168082245056,27.4895824844613,8.40195794145626,0,24.6551244369198,6.33184882479043,18.6554973058882,42.4565815539829,5.58113829966612,9.59410790693955,2.71867049309033,23.0498680265202,7.99153993921072,20.7128906830988,33.0675687676007,10.6339501903103,2.16020134709707,42.9873256172095,3.71969961421618,14.7310249436351,29.7816224133273
"North Dakota",19.8276142833675,27.2244376230254,17.398124388853,14.7492273577296,22.4038663127595,10.14025995722,28.3129840903427,26.5381174541451,26.7311644207655,22.4122644683664,30.4002878915644,14.3139719368874,12.9158856761741,15.7601274131905,8.57434513942611,9.05128362443692,18.2285902526773,18.3829354707022,31.161513185659,24.7715760665324,28.934721094906,15.9520502556881,5.56119257443942,17.8435539358055,11.7068213059737,9.23096011745256,5.93797304220893,18.6273198598188,28.9647261759886,26.8725484679068,14.0480937884825,25.2912093457391,24.6551244369198,0,18.862005454882,12.1173071666109,20.2470399863783,23.5209202209437,29.5220357423061,23.8694749177689,2.93924583524414,17.8916761092973,15.9162747177221,13.8738207484456,27.7169319516068,23.9460896586478,19.6477476307082,21.345114568444,10.4486347438314,8.29901022351461
"Ohio",8.68857502528464,45.5573897923268,29.642655531008,11.147099495833,37.3590719170056,22.9686071362632,10.3304867378067,7.76706918534913,12.3801857518375,7.92630537514168,44.468003830732,31.5116130042561,6.78346828252333,3.48871788770602,10.9106974593744,15.6234065699514,3.56647521511085,13.63240989774,14.6484874645815,6.02468973474983,11.2228988207147,3.58731577924219,13.5019145638683,10.4363320702247,10.0951944235859,27.5271238179727,17.0300139580095,34.2728322170783,11.6443761949707,8.36665731221257,24.0420909583588,8.00132301372716,6.33184882479043,18.862005454882,0,15.2738007139677,37.6526333093716,5.19180724796289,11.5536282115187,6.92513035906184,17.6150105449869,5.96220987386389,18.4414894205972,28.7553138007569,10.8290313384901,5.13692725663893,37.8413854727863,2.63937272850956,8.59348300341602,24.8214888443461
"Oklahoma",10.7748559173661,33.113421437538,14.5580202781834,4.88602609284888,22.6724537765545,8.96889739990374,25.5037670121494,22.3659309173573,17.2217963064252,14.1115155759401,29.3671922270414,18.6386838982799,8.98080827821194,11.9415162877249,7.4453063402388,3.07916821560629,12.499633702233,6.88634707882198,29.9070767165566,20.8225896624315,26.4488081366628,14.5912847361019,11.1767036804239,7.84540712837773,5.40920034755601,16.6383649587332,6.33032865655488,20.0530714707249,26.9134207015756,23.3204452069424,8.87792333938516,23.2659740746009,18.6554973058882,12.1173071666109,15.2738007139677,0,24.4342736961834,20.4019514696511,26.7026526116789,16.7250118857955,9.20595315271591,10.6692768438166,4.43843920764946,14.6553907559642,26.0884283823307,19.0349467256938,25.5693833568586,16.7135819850205,11.5513229805075,12.6328137966171
"Oregon",35.1869220833536,8.95099015975328,12.8511952346854,29.2450371700909,7.37959868082269,15.4661556635772,47.7668307457173,45.3862532626345,41.5971706316668,38.4767111558408,13.6392530895207,6.1475761890358,30.9319758672155,34.2055001824268,26.7693338647042,22.6278462192052,35.896998844611,30.8092762889686,51.116671110803,43.6682455384917,48.5125542400109,35.3894148283071,25.5848138539251,32.2787268375009,28.112255194132,11.1363322076885,20.6391106416919,5.77957535204794,48.6783179939488,46.0037840635963,16.9851459210688,44.9297277367669,42.4565815539829,20.2470399863783,37.6526333093716,24.4342736961834,0,42.7235219148656,48.9983183993084,40.8783915926251,20.3487163558294,34.6051665392612,24.6908712057716,9.97030823244698,47.5242377950452,42.3455315622558,3.53001672658926,39.7817767452636,30.081720695798,12.8406572557638
"Pennsylvania",12.4770149895718,50.4940324950385,34.8232100227707,16.0813050941147,42.5482985422449,28.1513996390943,5.13868194189912,3.32415334333421,13.7033310275276,10.4212529457834,49.6516748721531,36.5766979429527,11.9583768346712,8.67328331141096,15.9546110316109,20.8146512247984,8.11802808075951,18.0433629681387,9.69417518409896,1.81673983277739,6.04826402862838,7.57254921674332,18.0105959715385,14.8470232524907,15.2817299586794,32.4144587986596,22.1439501383561,39.4421216640282,6.54806841824367,3.35184355243499,29.2086527291144,3.20668343464084,5.58113829966612,23.5209202209437,5.19180724796289,20.4019514696511,42.7235219148656,0,6.36267822304414,7.90254248770609,22.5362890157186,10.4145584659168,23.3621315450881,33.9278139637672,5.93638713444465,3.42708585535875,42.7950052978148,4.06553249894771,13.074667837081,29.8829755588362
"Rhode Island",18.0343036888037,56.6455266300879,41.1663524898673,22.2580497726104,48.9109060195168,34.5119344281076,1.2329,4.83684733064834,17.3124455499505,15.3554110544134,55.9974328625876,42.8509997008238,18.3183264827877,15.0358131090407,22.249643997152,27.1769939323686,14.2752362744019,23.8260769764978,4.56479030515094,5.98716855032494,0.896154144106921,13.6501243089578,23.9658111955344,20.7010567220613,21.63602020012,38.5520278506851,28.4665619455529,45.7941549742978,1.82043521170077,3.51014122935246,35.5374227923185,4.30652936133032,9.59410790693955,29.5220357423061,11.5536282115187,26.7026526116789,48.9983183993084,6.36267822304414,0,12.312124101064,28.7307077888798,16.4334475314829,29.4830589881715,40.2824149426273,3.01381292717382,8.14312466133241,48.9699130553649,10.0556349461384,19.1068306869559,36.1609888736467
"South Carolina",6.32948712772212,49.2886101686789,31.1251874918048,11.8461527138561,39.3754556896806,25.5139275778936,11.4007139833433,7.48848502302035,5.86441928241834,3.14316356717241,45.7825653754789,34.8727609030315,10.9573589085144,8.51082753261984,15.3198554784306,18.2528228490828,5.69163381552257,12.1434337421505,16.6410204978541,6.84976653105783,12.4960035855469,10.3951574480621,19.0258148782122,9.34860241159073,12.9008640059494,31.6956663182839,20.5852521286478,36.7572926430933,13.3637311256999,8.92150223280811,25.4508463458487,10.9230168405986,2.71867049309033,23.8694749177689,6.92513035906184,16.7250118857955,40.8783915926251,7.90254248770609,12.312124101064,0,22.0046362726131,6.29614083784663,18.4155324251025,31.3090098318359,13.2818042298477,4.56821869113115,41.5976221552386,4.80409520825722,14.5077797177928,28.3643298196873
"South Dakota",17.5006870542273,27.9612976932402,15.620445599598,12.1383843064059,21.5138993769145,8.09548356060341,27.5036945143739,25.3786282830653,24.4212825594808,20.2833787372814,29.3608458442532,14.2271444545278,11.1992063754536,14.3006929202749,6.79090172583877,6.13078677251134,16.4902069714119,15.6114656749454,30.7705889267658,23.6258315007113,28.2128031652298,15.0846383582769,5.51759196479769,15.3076700963929,9.38121235502107,9.91310933511781,3.00389027928785,17.9079862597669,28.3470926828484,25.8625535452322,11.6570829648759,24.6081954919494,23.0498680265202,2.93924583524414,17.6150105449869,9.20595315271591,20.3487163558294,22.5362890157186,28.7307077888798,22.0046362726131,0,15.8438206528602,12.9807419606893,12.7302345021606,27.1789351139812,22.5639700660145,20.2587164548991,19.9544712408021,9.7330988862746,7.64120998599044
"Tennessee",3.10065566775803,42.9928471828745,25.2111655274007,5.9188194642175,33.3280306012822,19.2918441316531,15.289656009865,11.8579294402522,9.14539918702294,4.54776738631166,39.9872655840581,28.5839604955297,5.2590043164082,4.38886715223872,9.32733027023274,11.9780700386164,2.40663852707465,7.70843323380309,20.1079090812546,10.4501666599151,16.3101822442301,7.66629045627675,13.4633481218455,4.49791630202252,6.6151865650184,25.4362438203835,14.3010437258964,30.5878763754531,16.9251145889769,12.9524295311729,19.5229330811228,13.5493037300815,7.99153993921072,17.8916761092973,5.96220987386389,10.6692768438166,34.6051665392612,10.4145584659168,16.4334475314829,6.29614083784663,15.8438206528602,0,13.0537301599964,25.1093216188729,16.3410866165626,8.46825884937394,35.3015865501821,6.40673083093086,9.59328101381378,22.0683359519924
"Texas",12.0945182293467,33.6036707902574,13.1473835701253,7.29769480452561,21.6086004324667,9.91824123975617,28.3295530527751,24.892390535262,17.4582723824553,15.4409343192049,27.4666632589399,19.4314920296924,12.7868870977263,15.3755201554289,11.854740389397,7.06256161035074,15.2490766320456,6.5588446734162,33.0295206409357,23.503039498116,29.3359224762065,18.3507834887233,15.5763322743193,9.0708371085584,9.35793828789227,18.6857760176023,9.9783517486607,19.6443625411974,29.9078868959343,26.0061356300778,7.79360934227523,26.398207090634,20.7128906830988,15.9162747177221,18.4414894205972,4.43843920764946,24.6908712057716,23.3621315450881,29.4830589881715,18.4155324251025,12.9807419606893,13.0537301599964,0,14.7277078342151,29.2229743472495,21.4909304575209,26.3894693324818,19.4354354499713,15.8630970040531,14.4124219539951
"Utah",25.4281933933577,18.8769978992953,4.89599544628056,19.5266959296754,8.82612382872572,5.83276837873749,39.0519401251718,36.348426991687,31.7014448031947,28.7652437590923,16.6349496449493,5.16122294131924,21.9726532762887,25.2668107777772,18.1801370789662,13.2321890165611,26.6178935642924,20.8624460933995,42.8482927979634,34.6845239993286,39.8833093817451,26.9460337905229,18.2445604082422,22.4635790224977,18.8321138550615,7.97418076607247,11.9499821978947,5.521,40.1670402216793,37.1063071150984,7.10397902657377,36.4088004478313,33.0675687676007,13.8738207484456,28.7553138007569,14.6553907559642,9.97030823244698,33.9278139637672,40.2824149426273,31.3090098318359,12.7302345021606,25.1093216188729,14.7277078342151,0,39.1246994269605,33.1654269554909,11.8320842728574,30.6711703568677,22.0302561848472,5.67039688293509
"Vermont",18.3787790481305,54.9329502724913,40.3469874781253,21.9272778401698,47.8542729846562,33.4357363850417,2.66461916415836,6.08347371326613,18.7543615449847,16.102637000504,55.1407020778662,41.390685196068,17.3489868421761,14.1728191736859,20.9546692161914,26.2268783601861,14.0156005311938,23.9795917406865,3.81973130599523,6.44578232722762,2.11880926229805,12.1930603250373,22.16319716873,20.7831664394529,20.8266468472484,36.8648455556239,27.2014631606463,44.6036715557139,1.43653107171408,4.60766712881909,34.7979669572807,2.82878703687641,10.6339501903103,27.7169319516068,10.8290313384901,26.0884283823307,47.5242377950452,5.93638713444465,3.01381292717382,13.2818042298477,27.1789351139812,16.3410866165626,29.2229743472495,39.1246994269605,0,8.7585015322257,47.3074823710795,9.99761603633586,17.452468914741,34.7317503325128
"Virginia",9.89136363551558,50.4226082154622,33.5913411266951,14.3798068850037,41.5852304485619,27.3352375577751,7.09804721596018,3.40408358446147,10.2961502616269,7.35628368267564,48.399849372183,36.2300810582864,11.4503382770991,8.26328084600783,15.7885270576454,19.9335481731176,6.56913905013434,15.6923550055433,12.2463434673375,2.31458855955006,8.17835084231534,8.55184926550976,18.6299896438511,12.5930123417711,14.3339881097341,32.4679977862818,21.7194536130631,38.6812994241403,8.96346973944801,4.63677216390886,27.9126838876164,6.35579538452899,2.16020134709707,23.9460896586478,5.13692725663893,19.0349467256938,42.3455315622558,3.42708585535875,8.14312466133241,4.56821869113115,22.5639700660145,8.46825884937394,21.4909304575209,33.1654269554909,8.7585015322257,0,42.6995332791823,2.61080270415058,13.7302492129604,29.5691332137078
"Washington",36.1758830301349,7.72318455107736,15.5014069106646,30.2382248237227,10.8890334740968,16.7050983283547,47.7460080611982,45.6082197939143,42.7877481610098,39.3784918172344,16.9690329603664,6.97942224614616,31.2507551191967,34.4632509783973,26.9393761332738,23.4291018063006,36.3886720906383,32.2056939369423,50.7978188809323,43.8630200977999,48.4309094479961,35.3201337766436,25.1627404773407,33.3744890229049,28.7088344913199,10.4432560061506,21.0554044057577,8.80625841319683,48.5212233465934,46.1196400909634,18.9253125968899,44.8066567622491,42.9873256172095,19.6477476307082,37.8413854727863,25.5693833568586,3.53001672658926,42.7950052978148,48.9699130553649,41.5976221552386,20.2587164548991,35.3015865501821,26.3894693324818,11.8320842728574,47.3074823710795,42.6995332791823,0,40.1030663109443,29.8861348784014,13.2333142216906
"West Virginia",8.42688088500129,47.8257536104764,31.2422599004938,12.2029588022741,39.151966361091,24.8478322100742,8.89420746328756,5.68822231017741,10.5950676378209,6.66228539316652,46.068966869358,33.6589554741379,8.86212333586032,5.65407917348174,13.1822805754543,17.4491,4.22800378665866,13.9847345380597,13.7274771826436,4.11100463633891,9.90557454466928,6.19695463433451,16.0575636399175,10.7953707282335,11.8475099632792,29.8601197085678,19.1465316423106,36.1910002495095,10.5232913012042,6.61543477785097,25.5813611101911,7.26125974263419,3.71969961421618,21.345114568444,2.63937272850956,16.7135819850205,39.7817767452636,4.06553249894771,10.0556349461384,4.80409520825722,19.9544712408021,6.40673083093086,19.4354354499713,30.6711703568677,9.99761603633586,2.61080270415058,40.1030663109443,0,11.1854259932289,26.9895981861531
"Wisconsin",12.4340162135973,37.545748287922,23.990124740401,10.1259596098345,30.8502842348332,16.6082904963154,17.8902799041826,16.1337892635301,18.6701937670716,13.9340674926599,38.4636310623425,23.9580037569911,4.58582881167625,5.9969717799903,4.29774216304328,10.201391823668,8.89888070096459,14.1600863786207,21.0391737292604,14.3677846604826,18.5485420303052,5.50362681965266,4.9493539376367,11.9193764169943,6.74710791080149,19.4540532871687,10.1337393937283,27.4117609133379,18.6403852690871,16.4265108970225,18.8863779931463,14.920567629953,14.7310249436351,10.4486347438314,8.59348300341602,11.5513229805075,30.081720695798,13.074667837081,19.1068306869559,14.5077797177928,9.7330988862746,9.59328101381378,15.8630970040531,22.0302561848472,17.452468914741,13.7302492129604,29.8861348784014,11.1854259932289,0,17.3307520465789
"Wyoming",23.0190573677551,20.9331095673815,9.85282976814276,17.113591922212,14.111607090973,4.70728736004081,34.9291262337036,32.5667934390231,29.7352823595136,26.1769714827747,22.1013817703781,6.69379439182293,18.1285020718757,21.3867832048207,13.9292659648669,10.2461608498013,23.1896588842958,19.4697291262616,38.362230561452,30.8417044400922,35.6825928823845,22.5691627113192,13.0861445850182,20.3006742599846,15.4781535003372,4.30030310094532,7.85564519819983,10.3740035574507,35.8652401910262,33.166347683307,8.67410352716637,32.1112143604069,29.7816224133273,8.29901022351461,24.8214888443461,12.6328137966171,12.8406572557638,29.8829755588362,36.1609888736467,28.3643298196873,7.64120998599044,22.0683359519924,14.4124219539951,5.67039688293509,34.7317503325128,29.5691332137078,13.2333142216906,26.9895981861531,17.3307520465789,0
